tourney_spectators,year,tourney_id
4176,2017,2017-W-WITF-TUN-04A-2017-15
4162,2017,2017-W-WITF-CZE-07A-2017-15
4154,2017,2017-7555-C
4144,2017,2017-W-WITF-AUS-02B-2017-60
4143,2017,2017-W-WITF-THA-05A-2017-15
4142,2017,2017-W-WITF-HUN-07A-2017-60
4140,2017,2017-W-WITF-EGY-06A-2017-15
4135,2017,2017-6156-C
4129,2017,2017-W-WITF-TUN-05A-2017-15
4125,2017,2017-W-WITF-USA-34A-2017-15
4118,2017,2017-W-WITF-ITA-08A-2017-25
4113,2017,2017-1098-I
4111,2017,2017-W-WITF-TUR-28B-2017-15
4094,2017,2017-0316-A
4090,2017,2017-1005-I
4090,2017,2017-0321-A
4087,2017,2017-W-WITF-KOR-09A-2017-15
4084,2017,2017-W-WITF-CHN-04B-2017-60
4073,2017,2017-W-WITF-GRE-02A-2017-15
4057,2017,2017-W-WITF-FRA-06A-2017-15
4055,2017,2017-W-WITF-FRA-04B-2017-15
4046,2017,2017-W-WITF-BUL-03A-2017-15
4045,2017,2017-W-WITF-PAR-02A-2017-15
4044,2017,2017-0407-A
4044,2017,2017-W-WITF-CHN-10A-2017-60
4023,2017,2017-W-WITF-ITA-20A-2017-15
4022,2017,2017-W-WITF-TUN-26A-2017-15
4010,2017,2017-W-WITF-EGY-29A-2017-15
4008,2017,2017-W-WITF-ROU-05A-2017-15
4001,2017,2017-0506-A
3994,2017,2017-3503-C
3990,2017,2017-W-WITF-NED-05A-2017-15
3977,2017,2017-W-WITF-EGY-35A-2017-15
3974,2017,2017-0784-C
3968,2017,2017-1051-P
3963,2017,2017-W-WITF-CHN-03A-2017-15
3963,2017,2017-W-WITF-GBR-01A-2017-15
3959,2017,2017-W-WITF-ESP-14A-2017-25
3959,2017,2017-W-WITF-BRA-01A-2017-25
3944,2017,2017-W-WITF-UKR-01A-2017-15
3943,2017,2017-W-WITF-EGY-30A-2017-15
3942,2017,2017-2151-C
3941,2017,2017-1068-I
3940,2017,2017-W-WITF-EGY-01A-2017-15
3940,2017,2017-W-WITF-KOR-03A-2017-25
3938,2017,2017-W-WITF-TUN-13A-2017-15
3937,2017,2017-W-WITF-ITA-26A-2017-25
3936,2017,2017-W-WITF-ITA-27A-2017-25
3930,2017,2017-0083-C
3930,2017,2017-0311-A
3927,2017,2017-W-WITF-TUR-18A-2017-15
3924,2017,2017-1091-I
3923,2017,2017-W-WITF-AUS-12A-2017-25
3922,2017,2017-W-WITF-SLO-01A-2017-15
3905,2017,2017-7397-C
3903,2017,2017-3967-C
3903,2017,2017-W-WITF-TUR-05A-2017-15
3899,2017,2017-W-WITF-AUS-11A-2017-25
3898,2017,2017-6579-C
3897,2017,2017-W-WITF-ROU-06A-2017-15
3896,2017,2017-W-WITF-TUN-38A-2017-15
3894,2017,2017-W-WITF-SUI-01A-2017-25
3886,2017,2017-W-WITF-ESP-12A-2017-15
3881,2017,2017-W-WITF-AUS-06A-2017-25
3871,2017,2017-W-WITF-ITA-33A-2017-25
3869,2017,2017-W-WITF-ROU-01A-2017-15
3867,2017,2017-W-WITF-RSA-01A-2017-15
3855,2017,2017-W-WITF-ITA-30A-2017-25
3855,2017,2017-7121-C
3850,2017,2017-6313-C
3845,2017,2017-6757-C
3845,2017,2017-W-WITF-ITA-29A-2017-25
3843,2017,2017-W-WITF-SUI-04A-2017-15
3842,2017,2017-W-WITF-EGY-38A-2017-15
3840,2017,2017-W-WITF-ITA-32A-2017-25
3838,2017,2017-W-WITF-FRA-24A-2017-25
3834,2017,2017-W-WITF-MEX-02A-2017-100
3817,2017,2017-W-WITF-ITA-03A-2017-15
3813,2017,2017-W-WITF-USA-11A-2017-25
3809,2017,2017-W-WITF-IND-04A-2017-15
3809,2017,2017-7440-C
3805,2017,2017-W-WITF-CZE-10A-2017-15
3804,2017,2017-7353-C
3800,2017,2017-W-WITF-EGY-02A-2017-15
3798,2017,2017-0528-I
3796,2017,2017-3351-C
3795,2017,2017-7810-C
3794,2017,2017-5016-C
3794,2017,2017-0429-A
3793,2017,2017-W-WITF-CHN-17A-2017-60
3786,2017,2017-6590-C
3780,2017,2017-W-WITF-USA-04A-2017-100
3780,2017,2017-1083-C
3780,2017,2017-W-WITF-KOR-02A-2017-25
3771,2017,2017-W-WITF-ESP-10A-2017-25
3769,2017,2017-W-WITF-GBR-10A-2017-100
3767,2017,2017-W-WITF-USA-41A-2017-25
3765,2017,2017-0656-I
3764,2017,2017-W-WITF-AUS-08A-2017-60
3763,2017,2017-W-WITF-TUN-03A-2017-15
3759,2017,2017-M020-I
3759,2017,2017-M020-A
3752,2017,2017-W-WITF-TUN-39A-2017-15
3749,2017,2017-7795-C
3748,2017,2017-1056-P
3745,2017,2017-1095-C
3741,2017,2017-W-WITF-ECU-02A-2017-15
3741,2017,2017-W-WITF-THA-07A-2017-15
3738,2017,2017-W-WITF-USA-07A-2017-15
3737,2017,2017-7333-C
3734,2017,2017-W-WITF-USA-26A-2017-60
3733,2017,2017-W-WITF-TUR-30B-2017-15
3731,2017,2017-W-WITF-BRA-08A-2017-15
3726,2017,2017-W-WITF-KOR-05A-2017-15
3724,2017,2017-W-WITF-USA-08A-2017-15
3721,2017,2017-W-WITF-TUR-17A-2017-15
3715,2017,2017-0406-I
3714,2017,2017-5049-C
3703,2017,2017-W-WITF-BRA-02A-2017-25
3699,2017,2017-W-WITF-USA-06A-2017-25
3698,2017,2017-4012-C
3690,2017,2017-0329-A
3688,2017,2017-W-WITF-TPE-01A-2017-15
3688,2017,2017-W-WITF-EGY-10A-2017-15
3686,2017,2017-0425-A
3684,2017,2017-W-WITF-JPN-08A-2017-25
3666,2017,2017-W-WITF-USA-13A-2017-60
3666,2017,2017-W-WITF-EGY-36A-2017-15
3665,2017,2017-W-WITF-POR-13A-2017-25
3665,2017,2017-W-WITF-CHN-03C-2017-60
3655,2017,2017-W-WITF-USA-33A-2017-25
3655,2017,2017-W-WITF-THA-12A-2017-25
3643,2017,2017-6490-C
3641,2017,2017-W-WITF-EST-01A-2017-15
3632,2017,2017-W-WITF-ITA-35A-2017-15
3631,2017,2017-0692-C
3629,2017,2017-W-WITF-TUN-35A-2017-15
3627,2017,2017-W-WITF-CHN-15A-2017-25
3626,2017,2017-W-WITF-SRI-01A-2017-15
3620,2017,2017-W-WITF-AUS-04A-2017-25
3618,2017,2017-7557-C
3615,2017,2017-W-WITF-JPN-01A-2017-15
3611,2017,2017-0315-A
3604,2017,2017-W-WITF-CHN-16A-2017-60
3602,2017,2017-W-WITF-ESP-15A-2017-15
3601,2017,2017-W-WITF-TUR-37A-2017-25
3600,2017,2017-6626-C
3596,2017,2017-W-WITF-GER-10A-2017-25
3596,2017,2017-7697-C
3589,2017,2017-0496-A
3586,2017,2017-9028-C
3585,2017,2017-W-WITF-USA-19A-2017-25
3582,2017,2017-W-WITF-JPN-09B-2017-25
3581,2017,2017-W-WITF-KOR-08A-2017-15
3580,2017,2017-0444-C
3579,2017,2017-W-WITF-GBR-06A-2017-15
3579,2017,2017-W-WITF-TUR-02A-2017-15
3577,2017,2017-W-WITF-GBR-16A-2017-25
3575,2017,2017-7389-C
3569,2017,2017-1796-C
3568,2017,2017-W-WITF-EGY-19A-2017-15
3565,2017,2017-W-WITF-COL-02A-2017-15
3562,2017,2017-W-WITF-TUR-29A-2017-15
3560,2017,2017-7699-C
3559,2017,2017-W-WITF-TUN-40A-2017-15
3558,2017,2017-W-WITF-POL-07A-2017-25
3558,2017,2017-W-WITF-UZB-04A-2017-25
3557,2017,2017-W-WITF-RUS-05A-2017-15
3555,2017,2017-W-WITF-TUN-14A-2017-15
3553,2017,2017-W-WITF-USA-02A-2017-25
3553,2017,2017-W-WITF-ESP-18B-2017-15
3550,2017,2017-1024-I
3547,2017,2017-W-WITF-BEL-05A-2017-15
3547,2017,2017-W-WITF-CZE-05A-2017-15
3540,2017,2017-W-WITF-FRA-07A-2017-15
3540,2017,2017-6809-C
3535,2017,2017-1059-C
3534,2017,2017-W-WITF-GER-11A-2017-25
3534,2017,2017-W-WITF-ITA-24A-2017-25
3533,2017,2017-W-WITF-TUR-31A-2017-15
3529,2017,2017-W-WITF-ISR-02A-2017-15
3528,2017,2017-W-WITF-RUS-03A-2017-25
3527,2017,2017-1097-I
3523,2017,2017-W-WITF-GRE-07A-2017-15
3520,2017,2017-W-WITF-SRB-02A-2017-15
3513,2017,2017-W-WITF-FRA-10A-2017-15
3513,2017,2017-W-WITF-USA-03A-2017-25
3504,2017,2017-W-WITF-EGY-34A-2017-15
3503,2017,2017-W-WITF-EGY-04A-2017-15
3500,2017,2017-W-WITF-POR-05A-2017-15
3499,2017,2017-W-WITF-LBN-01A-2017-15
3497,2017,2017-3463-C
3494,2017,2017-7586-C
3491,2017,2017-W-WITF-FRA-13A-2017-100
3468,2017,2017-W-WITF-POL-05A-2017-15
3467,2017,2017-W-WITF-BEL-02A-2017-15
3467,2017,2017-W-WITF-BEL-03A-2017-15
3465,2017,2017-W-WITF-POR-03A-2017-15
3464,2017,2017-W-WITF-THA-03A-2017-25
3464,2017,2017-W-WITF-TUR-08A-2017-15
3453,2017,2017-W-WITF-USA-36A-2017-25
3453,2017,2017-7705-C
3453,2017,2017-W-WITF-POR-06A-2017-25
3452,2017,2017-W-WITF-CHN-12A-2017-15
3451,2017,2017-1048-I
3450,2017,2017-W-WITF-MAR-03A-2017-15
3443,2017,2017-7393-C
3442,2017,2017-1607-C
3441,2017,2017-W-WITF-THA-02A-2017-15
3437,2017,2017-W-WITF-TUR-13A-2017-25
3434,2017,2017-0603-C
3433,2017,2017-W-WITF-GBR-14A-2017-15
3431,2017,2017-7163-A
3430,2017,2017-W-WITF-USA-22A-2017-60
3424,2017,2017-W-WITF-ESP-09A-2017-60
3420,2017,2017-W-WITF-TUR-27A-2017-15
3418,2017,2017-7021-C
3417,2017,2017-W-WITF-TUN-23A-2017-15
3416,2017,2017-0341-A
3415,2017,2017-W-WITF-USA-30A-2017-80
3415,2017,2017-3618-C
3414,2017,2017-W-WITF-TUR-15A-2017-15
3409,2017,2017-0414-A
3407,2017,2017-W-WITF-TUN-34A-2017-15
3406,2017,2017-W-WITF-USA-14A-2017-60
3402,2017,2017-0328-A
3402,2017,2017-W-WITF-EGY-24A-2017-15
3401,2017,2017-W-WITF-JPN-01B-2017-25
3397,2017,2017-W-WITF-POL-02A-2017-25
3397,2017,2017-W-WITF-EGY-08A-2017-15
3395,2017,2017-W-WITF-GER-06A-2017-15
3395,2017,2017-W-WITF-FRA-19A-2017-25
3395,2017,2017-W-WITF-IND-01A-2017-15
3393,2017,2017-W-WITF-TUR-39A-2017-15
3393,2017,2017-W-WITF-CAN-05A-2017-25
3393,2017,2017-W-WITF-EGY-21A-2017-15
3392,2017,2017-1003-P
3392,2017,2017-W-WITF-TUN-11A-2017-15
3391,2017,2017-W-WITF-TUR-30A-2017-60
3389,2017,2017-5069-C
3388,2017,2017-W-WITF-GBR-09A-2017-100
3388,2017,2017-W-WITF-THA-04A-2017-15
3387,2017,2017-W-WITF-HUN-09A-2017-15
3386,2017,2017-W-WITF-GRE-03A-2017-15
3383,2017,2017-W-WITF-EGY-32A-2017-15
3383,2017,2017-W-WITF-EGY-25A-2017-15
3380,2017,2017-W-WITF-POR-14A-2017-25
3377,2017,2017-1099-I
3374,2017,2017-0252-C
3366,2017,2017-W-WITF-POR-09A-2017-15
3360,2017,2017-W-WITF-JPN-05A-2017-60
3357,2017,2017-7783-C
3356,2017,2017-0500-A
3355,2017,2017-M004-A
3355,2017,2017-M004-I
3352,2017,2017-W-WITF-ESP-11A-2017-15
3352,2017,2017-3627-C
3352,2017,2017-W-WITF-LBN-02A-2017-15
3348,2017,2017-W-WITF-GBR-08A-2017-100
3344,2017,2017-W-WITF-CHN-13A-2017-15
3343,2017,2017-1079-I
3342,2017,2017-W-WITF-USA-12A-2017-60
3339,2017,2017-W-WITF-POR-12A-2017-25
3336,2017,2017-M015-A
3336,2017,2017-M015-PM
3334,2017,2017-6932-A
3326,2017,2017-W-WITF-SWE-04A-2017-15
3323,2017,2017-W-WITF-POR-11A-2017-15
3322,2017,2017-W-WITF-HUN-06A-2017-25
3321,2017,2017-W-WITF-CHI-02A-2017-25
3321,2017,2017-W-WITF-AUS-01A-2017-25
3319,2017,2017-W-WITF-ESP-24A-2017-25
3317,2017,2017-W-WITF-HKG-01A-2017-25
3315,2017,2017-W-WITF-TUN-06A-2017-15
3315,2017,2017-W-WITF-BIH-01A-2017-15
3315,2017,2017-W-WITF-JPN-12A-2017-25
3308,2017,2017-W-WITF-ITA-10A-2017-25
3306,2017,2017-7073-C
3305,2017,2017-W-WITF-NED-03A-2017-15
3304,2017,2017-0558-C
3302,2017,2017-7201-C
3293,2017,2017-7011-C
3292,2017,2017-7746-C
3292,2017,2017-W-WITF-NGR-01A-2017-25
3287,2017,2017-W-WITF-ITA-01B-2017-15
3284,2017,2017-3406-C
3279,2017,2017-W-WITF-NOR-01A-2017-15
3278,2017,2017-W-WITF-ITA-19A-2017-25
3277,2017,2017-W-WITF-ITA-06A-2017-25
3277,2017,2017-0568-A
3277,2017,2017-W-WITF-CHN-18B-2017-100
3275,2017,2017-W-WITF-EGY-03A-2017-15
3275,2017,2017-W-WITF-TUR-09A-2017-15
3274,2017,2017-W-WITF-POR-02A-2017-15
3266,2017,2017-W-WITF-TUN-12A-2017-15
3263,2017,2017-W-WITF-BUL-01A-2017-25
3262,2017,2017-W-WITF-TUR-19A-2017-15
3261,2017,2017-W-WITF-KAZ-06A-2017-25
3261,2017,2017-W-WITF-FRA-25A-2017-25
3260,2017,2017-W-WITF-EGY-05A-2017-15
3259,2017,2017-W-WITF-ESP-19A-2017-25
3256,2017,2017-3834-C
3256,2017,2017-W-WITF-USA-31A-2017-25
3249,2017,2017-W-WITF-GER-08A-2017-60
3249,2017,2017-1743-C
3245,2017,2017-0319-A
3243,2017,2017-1074-I
3241,2017,2017-7100-C
3240,2017,2017-W-WITF-MEX-01A-2017-25
3239,2017,2017-7490-C
3236,2017,2017-W-WITF-IND-07A-2017-15
3233,2017,2017-M014-A
3233,2017,2017-M014-I
3232,2017,2017-W-WITF-FRA-11A-2017-100
3232,2017,2017-7542-C
3231,2017,2017-W-WITF-KAZ-02A-2017-15
3230,2017,2017-W-WITF-ESP-04A-2017-15
3228,2017,2017-W-WITF-ESP-07A-2017-25
3226,2017,2017-7740-C
3222,2017,2017-W-WITF-CHI-01A-2017-15
3222,2017,2017-W-WITF-ESP-20A-2017-15
3218,2017,2017-W-WITF-CAN-02A-2017-15
3218,2017,2017-W-WITF-ESP-22A-2017-15
3216,2017,2017-W-WITF-TUN-19A-2017-15
3215,2017,2017-W-WITF-JPN-08B-2017-25
3213,2017,2017-W-WITF-USA-35A-2017-15
3212,2017,2017-7290-A
3212,2017,2017-0460-C
3210,2017,2017-W-WITF-TUR-40A-2017-15
3207,2017,2017-W-WITF-SWE-02A-2017-25
3206,2017,2017-7083-C
3205,2017,2017-0825-I
3205,2017,2017-W-WITF-TUN-10A-2017-60
3204,2017,2017-W-WITF-TUR-06A-2017-15
3202,2017,2017-W-WITF-BUL-04A-2017-15
3201,2017,2017-W-WITF-TUR-36A-2017-15
3200,2017,2017-W-WITF-USA-01A-2017-25
3197,2017,2017-W-WITF-KAZ-01A-2017-15
3195,2017,2017-W-WITF-TUR-38A-2017-15
3194,2017,2017-W-WITF-POL-01A-2017-25
3191,2017,2017-7480-A
3190,2017,2017-W-WITF-AUS-09A-2017-25
3190,2017,2017-W-WITF-GBR-12A-2017-25
3189,2017,2017-W-WITF-KAZ-02B-2017-15
3185,2017,2017-W-WITF-THA-08A-2017-15
3184,2017,2017-W-WITF-TUR-23A-2017-15
3181,2017,2017-W-WITF-ITA-01A-2017-25
3179,2017,2017-W-WITF-USA-24A-2017-25
3178,2017,2017-W-WITF-SRI-02A-2017-15
3177,2017,2017-W-WITF-GBR-13A-2017-25
3176,2017,2017-W-WITF-CHN-09A-2017-25
3172,2017,2017-1741-C
3172,2017,2017-W-WITF-ITA-07A-2017-25
3171,2017,2017-W-WITF-NED-04A-2017-15
3167,2017,2017-W-WITF-RSA-03A-2017-15
3165,2017,2017-W-WITF-CHN-08A-2017-25
3164,2017,2017-7343-C
3158,2017,2017-W-WITF-POR-01A-2017-15
3156,2017,2017-W-WITF-GRE-05A-2017-15
3151,2017,2017-W-WITF-GER-15A-2017-15
3150,2017,2017-W-WITF-TUN-28A-2017-15
3148,2017,2017-W-WITF-USA-09A-2017-25
3147,2017,2017-W-WITF-HUN-01A-2017-15
3146,2017,2017-W-WITF-TUR-11A-2017-15
3146,2017,2017-W-WITF-HKG-05A-2017-15
3142,2017,2017-1052-P
3140,2017,2017-W-WITF-HUN-08A-2017-25
3138,2017,2017-9001-C
3138,2017,2017-W-WITF-TUN-30A-2017-15
3136,2017,2017-W-WITF-TUN-09A-2017-15
3131,2017,2017-W-WITF-FRA-23A-2017-25
3128,2017,2017-1039-I
3127,2017,2017-6055-C
3125,2017,2017-W-WITF-EGY-37A-2017-15
3123,2017,2017-0686-C
3120,2017,2017-7793-C
3120,2017,2017-W-WITF-FRA-18A-2017-60
3119,2017,2017-0363-C
3116,2017,2017-W-WITF-KAZ-03A-2017-15
3115,2017,2017-W-WITF-SWE-03A-2017-25
3115,2017,2017-W-WITF-CAN-01A-2017-100
3107,2017,2017-W-WITF-POL-04A-2017-15
3105,2017,2017-9005-C
3105,2017,2017-W-WITF-ITA-14A-2017-25
3104,2017,2017-W-WITF-JPN-11A-2017-25
3104,2017,2017-W-WITF-UKR-02A-2017-15
3103,2017,2017-W-WITF-JPN-03A-2017-25
3100,2017,2017-0786-C
3100,2017,2017-W-WITF-TUN-08A-2017-15
3100,2017,2017-7774-C
3087,2017,2017-0499-A
3086,2017,2017-W-WITF-GRE-08A-2017-15
3086,2017,2017-W-WITF-ITA-16A-2017-15
3084,2017,2017-W-WITF-LUX-01A-2017-15
3084,2017,2017-W-WITF-USA-32A-2017-60
3083,2017,2017-W-WITF-RSA-02A-2017-15
3083,2017,2017-W-WITF-TUR-21A-2017-15
3080,2017,2017-7584-C
3077,2017,2017-W-WITF-ISR-01A-2017-15
3076,2017,2017-W-WITF-GER-13A-2017-25
3075,2017,2017-7694-A
3073,2017,2017-6967-A
3071,2017,2017-W-WITF-JPN-13A-2017-60
3066,2017,2017-0877-C
3064,2017,2017-W-WITF-ITA-23A-2017-15
3057,2017,2017-W-WITF-ITA-13A-2017-60
3054,2017,2017-W-WITF-CZE-09A-2017-15
3054,2017,2017-W-WITF-ITA-02A-2017-25
3053,2017,2017-3626-C
3053,2017,2017-W-WITF-TUR-04A-2017-15
3052,2017,2017-W-WITF-FIN-01A-2017-15
3051,2017,2017-7797-C
3049,2017,2017-W-WITF-CHN-11A-2017-15
3046,2017,2017-W-WITF-GBR-15A-2017-15
3045,2017,2017-W-WITF-CHN-07A-2017-25
3043,2017,2017-W-WITF-HUN-02A-2017-25
3043,2017,2017-W-WITF-IRL-01A-2017-15
3042,2017,2017-W-WITF-NGR-02A-2017-25
3042,2017,2017-W-WITF-FRA-03A-2017-15
3039,2017,2017-W-WITF-KAZ-08A-2017-15
3039,2017,2017-7540-C
3038,2017,2017-W-WITF-FRA-14A-2017-25
3033,2017,2017-W-WITF-IND-06A-2017-25
3031,2017,2017-W-WITF-TUN-36A-2017-15
3029,2017,2017-W-WITF-BRA-03A-2017-15
3028,2017,2017-W-WITF-SUI-03A-2017-25
3025,2017,2017-W-WITF-ESP-01A-2017-15
3017,2017,2017-W-WITF-AUS-02A-2017-25
3016,2017,2017-W-WITF-USA-38A-2017-80
3015,2017,2017-W-WITF-USA-29A-2017-60
3013,2017,2017-W-WITF-ESP-13A-2017-15
3012,2017,2017-W-WITF-SRB-01A-2017-15
3012,2017,2017-6204-C
3012,2017,2017-7203-C
3011,2017,2017-W-WITF-ROU-10A-2017-25
3005,2017,2017-W-WITF-HUN-03A-2017-60
3003,2017,2017-W-WITF-ROU-08A-2017-15
2997,2017,2017-7494-C
2997,2017,2017-W-WITF-TUN-24A-2017-15
2995,2017,2017-7182-C
2985,2017,2017-W-WITF-SWE-05A-2017-15
2981,2017,2017-W-WITF-THA-14A-2017-15
2977,2017,2017-W-WITF-TUN-32A-2017-15
2974,2017,2017-W-WITF-EGY-16A-2017-15
2973,2017,2017-W-WITF-SEN-01A-2017-25
2973,2017,2017-1023-I
2970,2017,2017-W-WITF-USA-28A-2017-25
2958,2017,2017-0695-C
2958,2017,2017-W-WITF-SWE-01A-2017-25
2956,2017,2017-W-WITF-AUS-03A-2017-25
2955,2017,2017-W-WITF-CHN-19A-2017-25
2953,2017,2017-6708-C
2952,2017,2017-W-WITF-EGY-33A-2017-15
2952,2017,2017-W-WITF-ARG-05A-2017-15
2952,2017,2017-0405-I
2950,2017,2017-7395-C
2950,2017,2017-W-WITF-EGY-12A-2017-15
2948,2017,2017-W-WITF-ITA-25A-2017-15
2946,2017,2017-W-WITF-CAN-07A-2017-60
2946,2017,2017-W-WITF-TUR-32A-2017-15
2946,2017,2017-W-WITF-ESP-18A-2017-25
2944,2017,2017-W-WITF-EGY-26A-2017-15
2943,2017,2017-W-WITF-CZE-04A-2017-80
2941,2017,2017-W-WITF-CAN-04A-2017-60
2938,2017,2017-6284-C
2934,2017,2017-W-WITF-SUI-05A-2017-15
2932,2017,2017-5057-C
2927,2017,2017-W-WITF-ITA-09A-2017-15
2926,2017,2017-W-WITF-IND-03A-2017-25
2925,2017,2017-W-WITF-TUR-20A-2017-15
2913,2017,2017-W-WITF-TUN-31A-2017-15
2912,2017,2017-W-WITF-TUR-26A-2017-15
2910,2017,2017-W-WITF-KOR-01A-2017-25
2909,2017,2017-4042-C
2909,2017,2017-W-WITF-TUR-42A-2017-15
2907,2017,2017-W-WITF-JPN-07A-2017-25
2904,2017,2017-0495-A
2903,2017,2017-1096-I
2896,2017,2017-W-WITF-EGY-31A-2017-15
2894,2017,2017-W-WITF-FRA-21A-2017-100
2892,2017,2017-W-WITF-GER-07A-2017-60
2892,2017,2017-W-WITF-BEL-06A-2017-15
2890,2017,2017-W-WITF-GRE-04A-2017-15
2888,2017,2017-W-WITF-POL-03A-2017-15
2888,2017,2017-2205-C
2887,2017,2017-W-WITF-CHN-02A-2017-15
2886,2017,2017-W-WITF-TUN-15A-2017-15
2884,2017,2017-W-WITF-ITA-11A-2017-25
2882,2017,2017-7345-C
2877,2017,2017-W-WITF-POR-07A-2017-15
2875,2017,2017-W-WITF-JPN-04A-2017-80
2875,2017,2017-W-WITF-THA-01A-2017-15
2873,2017,2017-W-WITF-AUS-10A-2017-25
2872,2017,2017-7434-A
2864,2017,2017-W-WITF-FRA-01A-2017-15
2863,2017,2017-7235-C
2861,2017,2017-7742-C
2858,2017,2017-W-WITF-BLR-03A-2017-15
2856,2017,2017-0360-A
2856,2017,2017-W-WITF-TUR-07A-2017-15
2849,2017,2017-6307-C
2847,2017,2017-0703-P
2843,2017,2017-W-WITF-RUS-01A-2017-25
2836,2017,2017-W-WITF-MAR-01A-2017-15
2834,2017,2017-W-WITF-CAN-03A-2017-25
2830,2017,2017-W-WITF-ITA-04A-2017-15
2829,2017,2017-5047-C
2824,2017,2017-7347-C
2818,2017,2017-W-WITF-CHN-14A-2017-25
2816,2017,2017-W-WITF-BRA-07A-2017-15
2815,2017,2017-3945-C
2815,2017,2017-W-WITF-PAR-01B-2017-15
2811,2017,2017-W-WITF-EGY-28A-2017-15
2808,2017,2017-W-WITF-ROU-09A-2017-15
2806,2017,2017-7652-C
2802,2017,2017-0670-C
2801,2017,2017-7161-A
2801,2017,2017-6116-A
2799,2017,2017-W-WITF-TUN-33A-2017-15
2799,2017,2017-W-WITF-THA-09A-2017-25
2798,2017,2017-7015-C
2796,2017,2017-W-WITF-PAR-01A-2017-15
2794,2017,2017-W-WITF-SVK-02A-2017-100
2792,2017,2017-1539-C
2790,2017,2017-1072-C
2790,2017,2017-3824-C
2785,2017,2017-1797-C
2780,2017,2017-6486-C
2780,2017,2017-W-WITF-USA-15A-2017-25
2778,2017,2017-W-WITF-THA-10A-2017-15
2775,2017,2017-W-WITF-ISR-03A-2017-15
2773,2017,2017-M010-A
2773,2017,2017-M010-I
2772,2017,2017-0448-C
2771,2017,2017-W-WITF-RUS-04A-2017-100
2768,2017,2017-W-WITF-TUN-07A-2017-15
2766,2017,2017-W-WITF-SRI-03A-2017-15
2763,2017,2017-W-WITF-UKR-03A-2017-15
2761,2017,2017-W-WITF-TUN-25A-2017-15
2760,2017,2017-W-WITF-SUI-02A-2017-25
2754,2017,2017-W-WITF-GBR-07A-2017-15
2751,2017,2017-W-WITF-AUS-01C-2017-60
2749,2017,2017-W-WITF-GEO-01A-2017-15
2748,2017,2017-W-WITF-BEL-01A-2017-15
2748,2017,2017-W-WITF-FIN-03A-2017-15
2748,2017,2017-6572-C
2747,2017,2017-W-WITF-CHN-03B-2017-60
2745,2017,2017-W-WITF-HUN-04A-2017-25
2744,2017,2017-W-WITF-IND-02A-2017-15
2744,2017,2017-W-WITF-TUR-33A-2017-15
2741,2017,2017-2273-C
2740,2017,2017-1050-I
2738,2017,2017-1100-C
2736,2017,2017-W-WITF-ARG-03A-2017-15
2735,2017,2017-W-WITF-SRB-03A-2017-15
2734,2017,2017-W-WITF-ECU-01A-2017-15
2734,2017,2017-W-WITF-JPN-10A-2017-15
2729,2017,2017-W-WITF-USA-23A-2017-60
2727,2017,2017-W-WITF-TUN-21A-2017-15
2726,2017,2017-W-WITF-FRA-22A-2017-25
2725,2017,2017-W-WITF-ARG-02A-2017-15
2725,2017,2017-W-WITF-ITA-15A-2017-15
2722,2017,2017-W-WITF-ARG-04A-2017-15
2721,2017,2017-W-WITF-EGY-13A-2017-15
2720,2017,2017-W-WITF-USA-05A-2017-25
2716,2017,2017-W-WITF-ITA-22A-2017-15
2715,2017,2017-W-WITF-TUN-27A-2017-15
2708,2017,2017-7297-C
2708,2017,2017-W-WITF-POR-15A-2017-15
2706,2017,2017-W-WITF-KAZ-07A-2017-15
2704,2017,2017-0221-C
2703,2017,2017-W-WITF-TUN-18A-2017-25
2693,2017,2017-W-WITF-CRO-01A-2017-15
2693,2017,2017-W-WITF-AUT-02A-2017-15
2684,2017,2017-W-WITF-JPN-09A-2017-25
2682,2017,2017-9003-C
2682,2017,2017-0637-C
2679,2017,2017-W-WITF-SRB-04A-2017-15
2676,2017,2017-0451-A
2673,2017,2017-7205-C
2670,2017,2017-0300-I
2667,2017,2017-W-WITF-BEL-04A-2017-25
2666,2017,2017-W-WITF-EGY-14A-2017-15
2666,2017,2017-W-WITF-RUS-02A-2017-25
2665,2017,2017-W-WITF-GER-02A-2017-25
2664,2017,2017-W-WITF-UZB-03A-2017-25
2664,2017,2017-0398-C
2664,2017,2017-0717-A
2663,2017,2017-W-WITF-FRA-12A-2017-60
2661,2017,2017-0091-C
2658,2017,2017-7536-C
2654,2017,2017-W-WITF-TUR-28A-2017-60
2650,2017,2017-7085-C
2648,2017,2017-W-WITF-ITA-17A-2017-60
2645,2017,2017-7772-C
2645,2017,2017-1090-I
2642,2017,2017-W-WITF-TUR-35A-2017-15
2642,2017,2017-0314-A
2637,2017,2017-W-WITF-KOR-04A-2017-15
2631,2017,2017-W-WITF-GER-01A-2017-15
2626,2017,2017-W-WITF-JPN-06A-2017-60
2626,2017,2017-W-WITF-GEO-03A-2017-25
2624,2017,2017-6963-C
2623,2017,2017-W-WITF-USA-27A-2017-15
2619,2017,2017-W-WITF-ITA-18A-2017-25
2607,2017,2017-7438-C
2599,2017,2017-W-WITF-THA-13A-2017-15
2598,2017,2017-W-WITF-ESP-23A-2017-25
2597,2017,2017-W-WITF-NED-01A-2017-15
2596,2017,2017-7387-C
